path_id,period_index,simulation_year,period_in_year,equity_log_return,muni_bond_log_return,taxable_bond_log_return
P000056,17,17,1,0.11657258279854821,-0.01736939975917462,-0.015673268201022328
P000056,18,18,1,0.23190400336520645,0.014796355529149707,0.067614077162764019
P000056,19,19,1,0.0085233360903909094,0.076398722499612326,0.015331424343447253
P000056,20,20,1,0.15425030790569272,-0.0089991149256736236,-0.094963118754237019
P000056,21,21,1,0.033532968773099636,-0.041113305492247676,-0.018163375362272305
P000056,22,22,1,0.29342786488140682,-0.035337747192370372,0.027704414670574273
P000056,23,23,1,0.14164099389867024,0.064012903088448425,0.061278382769539341
P000056,24,24,1,-0.090905833546006232,0.085814858457458065,0.087938912960185078
P000056,25,25,1,0.1399943412963558,0.0010215402770725746,0.047241331437173351
P000056,26,26,1,0.076239952077136852,0.11562310931391995,0.17216373676492269
P000056,27,27,1,0.4121250729302508,0.053294571169675287,0.1295716402012701
P000056,28,28,1,0.22365178669349239,0.10523160299893686,0.15175768643389365
P000056,29,29,1,0.2954645666623974,0.053942309553955958,0.069453143483769075
P000056,30,30,1,0.22157212929213488,0.24340827963467948,0.36976926839092572
P000056,31,31,1,0.038623611237330824,0.032891200452296765,0.041715899269139101
P000056,32,32,1,0.14387605167332929,0.039528925063348375,0.071388122977110058
P000056,33,33,1,0.25566192217342598,0.071417817709504838,0.081328556168236421
P000056,34,34,1,0.31221992286272959,-0.015019108462643871,-0.0013949190040012382
P000056,35,35,1,-0.075418249631275192,-0.095125619612852041,-0.042686824815706181
P000056,36,36,1,0.26225530909757122,0.0437735713050591,0.025135729986214717
P000056,37,37,1,-0.011969197621236827,0.072157079077193487,0.11271101392619176
P000056,38,38,1,0.1909238912954585,0.091237868328512661,0.12275094919423379
P000056,39,39,1,0.065090985485039887,-0.027715201713007787,-0.025128044521606441
P000056,40,40,1,0.2181141765822785,0.060505536313824493,0.041011375324975674
P000056,41,41,1,0.08168103284870476,0.031137509646080197,0.082237074724590187
P000056,42,42,1,0.077491346417975837,0.083321147196199874,0.12675365779545889
P000056,43,43,1,0.15268065938636122,0.09351967868727673,0.26769334760574592
P000056,44,44,1,0.31021294664807053,0.01808749964492673,0.11148066196266404
P000056,45,45,1,0.14375753073845932,0.030391710426680874,0.058864769909511949
P000056,46,46,1,0.067657687350439311,0.05135832440933541,0.07992075225515638
P000056,47,47,1,0.097902461057286061,0.088713241005436316,0.12413533753937145
P000056,48,48,1,0.08853614162032164,0.036646220266888463,0.053138284410661374
P000056,49,49,1,0.016613880059843655,-0.022601133320979905,-0.030103473095882904
P000056,50,50,1,0.16236768248076761,0.092049155203591582,0.070541613749760312
P000057,1,1,1,-0.29884805622816257,-0.037194963347078058,-0.080856936649624789
P000057,2,2,1,-0.26124703842067021,-0.054557413294334722,-0.10014163663205178
P000057,3,3,1,-0.96267747841287399,0.015627899430035619,-0.11546928450183502
P000057,4,4,1,0.20747714109491211,0.085639327396130227,0.068124720022527008
P000057,5,5,1,0.1407670449073839,0.072299485220977289,0.12608686737038965
P000057,6,6,1,-0.093542616929819022,0.083979627647045696,0.10137769891721105
P000057,7,7,1,0.10249282997446585,-0.10455697955149112,-0.035122397087936186
P000057,8,8,1,0.30347030395121299,-0.048422510981316336,0.057164426729495954
P000057,9,9,1,-0.27671693502539574,0.060999705896898959,0.0032167132206857296
P000057,10,10,1,0.2184206425520081,0.13094706656837918,0.15155416860087012
P000057,11,11,1,-0.10140644492768303,0.059488284770448985,-0.049965799284930945
P000057,12,12,1,-0.39213887648672952,0.072876687781475269,-0.049651258355821959
P000057,13,13,1,0.22534139888261739,0.019096934815808098,0.065365456322863835
P000057,14,14,1,0.16061878269425689,0.024633089507125838,-0.0096645841880049765
P000057,15,15,1,0.26180561007241199,0.052658028242007937,0.079391585120347052
P000057,16,16,1,-0.046029171822271397,-0.025720601871452864,-0.021169154003513491
P000057,17,17,1,0.40465811507553395,0.011163538844139786,0.11071982512709422
P000057,18,18,1,0.17241083612995789,0.23686401094061349,0.27856096108133244
P000057,19,19,1,0.13834278467483196,0.10094751901051513,0.1037889167151147
P000057,20,20,1,-0.23406075394776238,-0.083977535529023761,-0.11847625999356515
P000057,21,21,1,-0.03471478868929001,0.022638473353754129,-0.08207445564415794
P000057,22,22,1,-0.27000628941953098,0.050837969083803891,-0.0015843950110858707
P000057,23,23,1,0.26368725717179542,0.022197454991416343,0.046439960434922156
P000057,24,24,1,-0.071014191689549033,0.016468955505374083,-0.0044158048478180056
P000057,25,25,1,0.06182631538698713,0.056260714005641255,0.097313808292252002
P000057,26,26,1,0.083716926990451856,0.0054629459420354465,0.048476716340696058
P000057,27,27,1,0.011565646545828923,0.060046632619314977,0.062884725427506005
P000057,28,28,1,-0.15169315907727432,0.065642270918834456,0.012238613755724437
P000057,29,29,1,0.002688843827339138,0.065762017192615652,0.063745854861160467
P000057,30,30,1,0.041014680009753501,0.032232963475125942,-0.016814508261319361
P000057,31,31,1,0.083393438148396726,0.034503538542206336,0.0059216521650888865
P000057,32,32,1,0.10823209184934379,0.026541499551166581,0.069774791993221452
P000057,33,33,1,0.0845042383465473,0.0067308345091978694,0.02116907559768233
P000057,34,34,1,0.1601450015030097,-0.038624234851194039,-0.037446266717156007
P000057,35,35,1,0.063444811677272117,0.046248010562307762,0.036677655298829048
P000057,36,36,1,0.14564296835810353,0.020818918433070266,0.029686768396828711
P000057,37,37,1,0.23148236762762631,0.037225101145837769,0.026330587134235639
P000057,38,38,1,0.247614595364547,0.040878289430540171,-0.0057081696027023732
P000057,39,39,1,0.26282972343058342,0.0039886328781362224,0.033556731034781517
P000057,40,40,1,0.09532709144870033,-0.010675461504785488,-0.026861906127584767
P000057,41,41,1,-0.25633270790958296,-0.061758365210498489,-0.056810350824121336
P000057,42,42,1,0.10670700595682003,-0.011083632378786845,-0.00045779236880427732
P000057,43,43,1,0.22779684384664511,-0.037970628693951625,-0.0070682103643040506
P000057,44,44,1,0.2199219821929348,0.010905392259100033,0.076694847563200774
